,Unnamed: 0,title,港股,国内财经,基金,美股,期货,生活,外汇,证券,classify,检验
702,702,"巴菲特清仓通用电气 减持好市多
",1,0,0,0,0,0,0,0,美股,美股
703,703,"中概股走高 海亮教育飙升17% 京东下挫3.6%
",2,2,1,0,0,0,0,3,美股,美股
704,704,"茅台股价一度突破500元 白酒产业进入新发展周期
",3,1,0,1,3,3,0,5,证券,证券
705,705,"贵州茅台成25年A股第一高价股 总市值超半个贵州GDP
",2,1,0,0,0,3,0,4,证券,证券
706,706,"欧美股市全线收涨 比特币价格再创历史新高
",3,1,0,4,1,1,0,3,证券,证券
707,707,"8.18棉纱期货挂牌！合约权威解读及设计说明都在这
",1,2,1,3,8,0,0,2,期货,期货
708,708,"刀锋：今日大盘提示和热点前瞻（附股）
",3,0,0,2,0,0,2,3,证券,证券
709,709,"两大因素发酵 二线白酒整体上行趋势明显
",0,0,0,0,0,1,0,0,证券,证券
710,710,"次新股板块“低烧不退” 多只个股存破发风险
",1,3,1,2,1,1,1,4,证券,证券
711,711,"姜超任泽平再论战新周期：周期见顶OR供求缺口扩大
",0,1,0,1,3,0,0,2,证券,证券
712,712,"索罗斯二季度大举增持阿里巴巴
",0,0,0,1,0,0,0,0,美股,美股
713,713,"行情最肥美阶段料已过去 部分机构兑现周期股收益
",2,1,1,1,3,1,0,4,证券,证券
714,714,"大华股份紧盯万亿市场 转型智慧物联服务商
",2,1,2,1,1,0,0,7,证券,证券
715,715,"比特币屡创新高突破4300美元 四大因素推动
",1,1,0,6,2,1,2,1,美股,美股
716,716,"最牛诊疗AI入华 思创医惠携手沃森深耕人工智能
",0,0,1,1,0,0,0,0,证券,证券
717,717,"喝不起茅台酒也买不起茅台股？七成股民买不起2手
",1,1,0,1,0,3,0,3,证券,证券
718,718,"中石油：11月底前将全面完成公司制改制
",1,3,2,4,2,1,1,4,证券,证券
719,719,"广汽集团变更董事会架构 未来引入职业经理人制度
",0,0,0,1,1,0,1,0,证券,期货
720,720,"新股提示：昭衍新药今日申购
",2,1,1,2,1,0,1,4,证券,证券
721,721,"创业板跃出“白马” 赢时胜、汇纳科技等净利翻倍
",0,1,0,0,0,1,0,1,证券,证券
722,722,"特朗普欲开展对华贸易战？ 专家：是美国经济的倒退
",0,3,0,6,1,1,1,1,美股,美股
723,723,"上市公司巨额投资理财引上关注:方大炭素60亿投理财
",1,1,2,1,1,2,0,4,证券,证券
724,724,"产销两旺 药企半年报近八成业绩增长
",0,1,0,0,0,0,0,1,证券,证券
725,725,"险资无惧市场调整 不意味抄底时机真正到来
",0,2,1,3,1,1,0,2,证券,证券
726,726,"8只贵州茅台市值超整个创业板 买入会否接到最后一棒
",2,1,1,1,2,2,0,1,证券,证券
727,727,"8月15日07点交易员正关注要闻
",5,3,2,7,2,1,2,4,美股,美股
728,728,"指数运行节奏即将加快 紧盯龙头才是核心策略
",0,1,0,3,1,0,0,2,证券,证券
729,729,"大康农业掷2.5亿美元当国际接盘侠 并购标的巨亏2亿
",3,0,1,4,2,3,3,3,证券,证券
730,730,"朗新科技应收账款占营收近8成 负债3亿员工去年少400
",2,3,1,2,2,1,0,4,证券,证券
731,731,"赛意信息2/3资产是应收账款 净利猛增甩了现金流很远
",0,1,0,0,0,2,0,2,证券,证券
732,732,"珠江人寿接盘万达隐现朱孟依身影 监管6道金牌风劲疾
",0,0,1,1,0,0,0,0,证券,证券
733,733,"必然还是偶然 “创蓝筹”行情再度启动
",0,0,0,0,2,0,0,0,证券,证券
734,734,"新股中签收益走低是市场趋于理性表现
",1,2,2,2,2,1,0,5,证券,证券
735,735,"海立股份控股股东拟转让控股权 转让价格预超18.45亿
",3,1,2,1,2,1,0,7,证券,证券
736,736,"股海导航 8月15日沪深股市公告提示
",5,2,4,3,2,1,2,6,证券,证券
737,737,"大股东未满两年欲退出 广东君浩拟19亿入主深天地Ａ
",2,1,3,0,0,0,0,4,证券,证券
738,738,"贵州茅台不断刷新股价高度 蹭热点是大家想多了
",3,2,0,3,1,2,0,5,证券,证券
739,739,"8月15日四大证券报头版头条内容精华摘要
",4,2,2,3,2,1,2,3,证券,证券
740,740,"杜德利:若经济发展符合预期 支持今年再加息一次
",0,2,0,1,1,1,0,0,美股,国内财经
741,741,"广州万隆：昨日市场逾300亿资金流入A股
",3,1,2,2,1,0,1,9,证券,证券
742,742,"两市个股普涨 行情或现切换
",3,1,0,0,2,0,0,2,证券,证券
743,743,"创业板大涨近3%重上60日均线 中小创行情风来了吗
",3,0,0,1,1,1,1,1,证券,证券
744,744,"隔夜国际市场要闻必读(8月15日)
",4,3,3,5,4,1,3,5,美股,美股
745,745,"周期股短暂狂欢：卖方现分歧 买方撤离非理性区间。
",1,0,0,0,2,1,0,3,证券,证券
746,746,"天弘余额宝承压下调限额 基金公司抢滩余额理财
",0,0,6,1,1,1,0,2,基金,基金
747,747,"五洋债回售追踪：违约成定局 半月内多方监管介入
",1,2,1,1,1,0,1,1,证券,证券
748,748,"山西国资改革再发力 晋系上市国企资本运作解局
",0,1,0,0,2,2,0,0,证券,证券
749,749,"上海国资混改又下一城 电气总公司整体上市转股清障
",2,0,0,0,1,4,0,4,证券,证券
750,750,"稀土大涨中报预亏 广晟有色复函详解缘由
",2,0,0,0,0,0,0,0,证券,港股
751,751,"创业板一骑绝尘 机构分歧风格转换:存量资金博弈
",0,0,0,0,0,1,0,2,证券,美股
752,752,"银行与房企亲密关系依旧 开发贷按揭贷一个都不能少
",0,3,0,2,1,4,0,0,国内财经,国内财经
753,753,"三家上市银行半年报率先亮相 证金公司再度""买买买""
",0,0,1,0,2,4,0,3,证券,证券
754,754,"融创质押所持乐视网股票 中信信托:事务管理类业务
",1,0,0,0,0,0,0,2,证券,证券
755,755,"半年报期间 新湖中宝等16家公司涉理财超10亿元
",2,2,3,1,2,4,0,6,证券,证券
756,756,"中环股份保利协鑫宣布全面合作 或搅动光伏市场格局
",1,1,1,2,2,0,0,5,证券,证券
757,757,"仅去年理财累计额就达400亿 象屿股份边理财边""圈钱…
",2,1,4,0,1,0,0,5,证券,证券
758,758,"养鸡企业""受伤""严重 温氏股份等2公司称上半年现首…
",2,3,1,0,1,5,0,7,证券,证券
759,759,"全国住宅库存创33个月新低 一年多可卖完
",1,3,1,2,3,1,1,2,国内财经,国内财经
760,760,"景峰医药净利下滑五成 主力品种招标降价致业绩承压
",0,1,0,0,0,0,0,2,证券,证券
761,761,"造纸业首份中报亮相 山鹰纸业净利同比增长451%
",0,3,1,0,0,1,0,1,证券,证券
762,762,"制造业公司中报已发布297份 三维度掘金95家绩优公司
",1,1,0,0,0,4,0,5,证券,证券
763,763,"证券日报：不管国际国内对中国经济走势都有信心
",5,5,0,6,3,1,3,1,国内财经,国内财经
764,764,"前7月房地产投资同比增7.9% 增速回落0.6个百分点
",3,5,1,2,1,0,1,2,国内财经,国内财经
765,765,"专家：下半年经济稳中向好态势将巩固
",0,4,0,4,1,1,0,2,国内财经,国内财经
766,766,"前7月固定投资增8.3% 制造业投资结构优化持续推进
",3,3,1,2,2,0,1,3,国内财经,国内财经
767,767,"央行削峰填谷思路不变：业内称或采取货币错位操作
",0,4,0,2,1,2,0,0,国内财经,国内财经
768,768,"目前88家上市公司的并购重组申请正在排队中
",1,1,0,4,2,3,0,6,证券,证券
769,769,"7月份工业增长基本稳定 企业效益明显改善
",2,5,1,1,1,0,1,2,国内财经,国内财经
770,770,"人民日报刊文：充分认识金融去杠杆的积极意义
",1,2,0,2,0,0,2,1,国内财经,国内财经
771,771,"党报刊文：官员瞒报错报导致经济数据失真是极个别的
",0,3,0,2,0,0,1,0,国内财经,国内财经
772,772,"黄金遇阻受挫 因地缘紧张局势未升级及美元上涨
",4,0,0,3,2,2,4,0,美股,美股
773,773,"7月经济数据短期波动 党报：担忧经济下行实无必要
",2,4,1,3,2,0,2,2,国内财经,国内财经
774,774,"斯太尔业绩违约控股权“让贤” 四成股权争先减持
",1,0,0,0,0,0,0,4,证券,证券
775,775,"7月网上零售额同比增42.12% 高出社会总体消费近3…
",2,3,2,1,2,2,1,3,国内财经,国内财经
776,776,"下半年投资怎么走？房地产投资已超预期 料平稳下行
",1,1,0,0,1,0,0,0,国内财经,国内财经
777,777,"统计局解读7月多项数据放缓 ：经济运行有内在惯性
",2,5,2,5,1,0,2,3,国内财经,国内财经
778,778,"房贷利率涨价进行时：排队放款从限购城市蔓延至全国
",3,1,0,0,0,0,0,0,国内财经,国内财经
779,779,"二孩政策首年：山东人最敢生 越有钱越不生规律难破
",0,1,0,2,0,1,0,0,国内财经,国内财经
780,780,"媒体头版：中国经济筑底及转型成功将是一个漫长过程
",2,6,0,6,3,1,1,1,国内财经,国内财经
781,781,"7月工业增速放缓至6.4% 工业机器人产量增长90%
",3,4,2,2,1,0,1,2,国内财经,国内财经
782,782,"房地产投资与购地面积增速背离 业内:资金短缺现苗头
",0,3,0,1,0,1,0,1,国内财经,国内财经
783,783,"7月全国发电量增速高达8.6% 多部门推进煤电去产能
",3,4,2,2,3,0,1,3,国内财经,国内财经
784,784,"7月部分经济数据出现放缓 工业内部升级态势较明显
",2,4,2,3,1,0,2,2,国内财经,国内财经
785,785,"调查：70.6%受访者不太满意单位发放的高温津贴标准
",1,2,0,2,0,1,0,1,国内财经,国内财经
786,786,"统计局：中国经济稳中向好态势在持续发展 势头不减
",2,6,0,6,1,1,1,1,国内财经,国内财经
787,787,"税费红包激活经济细胞 小微企业景气指数创两年新高
",0,5,0,2,1,0,0,2,国内财经,国内财经
788,788,"油价大跌近3% 多重因素重压美油跌至3周新低
",1,1,0,3,3,0,0,1,美股,美股
789,789,"科技金融股领涨 美股周一收高
",3,1,0,1,0,2,1,2,美股,美股
790,790,"统计局：即使下半年GDP增速放缓0.2个百分点也合理
",1,2,1,1,0,1,0,1,国内财经,国内财经
791,791,"央行媒体：逆周期因子并非逆市场而行 透明度较高
",0,3,1,1,3,0,0,3,国内财经,国内财经
792,792,"楼市退烧记：紧箍咒越念越紧 京沪等地网签持续降温
",1,1,1,0,0,1,0,1,国内财经,国内财经
793,793,"业绩频变脸 贝因美资金链承压
",0,0,0,1,0,0,0,2,证券,证券
794,794,"监管发声严格退市:新规后12公司退市 壳资源炒作不息
",0,3,2,2,1,3,0,4,证券,证券
795,795,"平安银行新班子半年考：零售业务利润占比超六成
",0,1,0,1,1,0,0,1,证券,证券
796,796,"媒体:央企母公司公司制改制方案9月底前全部报国资委
",1,1,1,1,1,1,1,3,国内财经,国内财经
797,797,"7月部分经济指标增速放缓 下半年延续平稳增长态势
",2,6,2,2,2,0,1,3,国内财经,国内财经
798,798,"闲置资金不投主业 上市公司逾6000亿投资理财产品
",1,2,2,1,1,3,0,5,证券,证券
799,799,"越秀金控总经理谈缓释地方债风险：开正门堵偏门
",0,2,0,1,0,0,1,0,国内财经,国内财经
800,800,"整治违规减持 需要执法“一反常态”
",0,0,0,0,0,1,0,0,证券,证券
801,801,"美国对华301条款战一触即发 外交部：贸易战只会双输
",0,1,2,4,2,1,0,0,国内财经,国内财经
802,802,"财科院报告揭降成本五大误区 并非所有成本都要降
",0,1,0,0,0,0,0,0,国内财经,国内财经
803,803,"8·11汇改两周年：人民币从浮动恐慌到浮动坦荡
",1,2,1,3,1,0,0,1,国内财经,国内财经
804,804,"前7月投资增长平稳 制造业技改获重金投入
",2,4,1,1,1,0,1,3,国内财经,国内财经
805,805,"酒鬼酒净利翻倍 业绩增长主要靠“省”
",0,2,0,0,0,0,0,2,证券,证券
806,806,"IPO应与退市常态化 形成良性互动
",0,1,0,1,0,1,0,0,证券,证券
807,807,"特朗普签署调查中国知识产权问题的行政令
",2,3,0,4,1,0,2,0,美股,美股
808,808,"涨价就是硬道理 周期股半年报纷纷报喜
",3,0,0,0,2,0,0,3,证券,证券
809,809,"重组方案终揭晓 天目药业复牌仍跌停
",0,1,0,0,1,0,0,1,证券,证券
810,810,"五矿稀土实现营业收入2.77亿 2股东踏错节奏错失牛股
",3,1,1,0,0,2,0,6,证券,证券
811,811,"产能过剩格局未改 正海磁材半年营收净利双降
",0,1,0,1,1,1,0,1,证券,证券
812,812,"山东疫苗事件影响消除 智飞生物上半年净利大增13倍
",1,2,1,0,0,1,0,3,证券,证券
813,813,"富煌钢构傍上雄安概念 游资狂买助定增机构“解套”
",0,0,0,0,0,2,0,1,证券,证券
814,814,"贵州茅台盘中突破500元 券商仍积极唱多
",1,1,1,0,0,2,0,0,证券,证券
815,815,"华泰柏瑞沪深300ETF净流出最多 货币ETF吸金近2…
",1,1,5,1,0,1,0,2,基金,基金
816,816,"前7月房冷地热 房企拿地面积增速超10%
",2,4,2,1,1,0,1,2,国内财经,国内财经
817,817,"新规发布满两月 5只基金申报仅1只带有""沪港深""字…
",2,3,10,3,4,1,1,3,基金,基金
818,818,"天马股份拟2.55亿收购博易股份43%股权
",2,0,1,0,0,3,0,7,证券,证券
819,819,"康得新前三季业绩预增超三成 证金新晋十大流通股东
",2,1,0,1,1,0,0,4,证券,证券
820,820,"7月经济数据不及预期 下半年有望延续平稳态势
",2,5,1,4,4,1,2,2,国内财经,国内财经
821,821,"第二季度全球可穿戴设备市场增长8%
",1,2,1,4,2,0,0,3,美股,美股
822,822,"欧元走弱引领欧股收高 焦点回到基本面
",3,0,0,1,0,2,1,2,美股,美股
823,823,"国资改革大戏接连不断 下一步将在重点难点上获突破
",1,3,0,7,1,3,0,3,国内财经,国内财经
824,824,"斯太尔和龙星化工易主 “四角恋”是或组团卖壳
",0,0,0,0,1,0,1,0,证券,证券
825,825,"7月经济数据短期波动 专家表示稳中向好态势不变
",2,6,1,4,2,2,2,3,国内财经,国内财经
826,826,"又一家新三板公司易主 天山生物拟收编大象股份
",1,1,0,1,1,4,0,7,证券,证券
827,827,"警惕上市公司业绩预告“变脸” 须结合历史数据判断
",0,0,0,1,1,2,1,3,证券,证券
828,828,"比特币价格再创历史新高!四大理由揭示大涨背后真相
",2,1,0,3,1,0,0,1,美股,美股
829,829,"人气渐旺 富国创业板B溢价率创出一年新高
",0,1,0,2,1,1,0,1,基金,基金
830,830,"吕小奇举牌南京新百 称是长期价值投资
",0,3,0,1,2,1,0,1,证券,证券
831,831,"中国太保预付京昆高速安康段特大交通事故赔款1000万
",3,3,1,2,1,1,1,0,证券,证券
832,832,"多家公司预计三季报业绩增长 山西焦化预计仍盈利
",0,2,0,0,0,2,0,4,证券,证券
833,833,"掘金中小创：四主线直击“真成长”
",0,0,0,0,0,0,0,0,证券,证券
834,834,"500之后望600 “酒疯子”茅台慎防“灰犀牛”
",0,0,0,0,0,1,0,0,证券,证券
835,835,"黑色系多空分歧加剧 预计短期钢价或将回调整理
",0,1,0,3,7,1,0,1,期货,期货
836,836,"上市公司项目扶贫创造双赢 扶贫同时优化产业布局
",0,0,0,0,1,2,0,2,证券,证券
837,837,"贵阳发展驶入快车道 上市公司谋求合作共赢
",0,0,0,1,1,2,0,2,证券,证券
838,838,"险资布局“双管齐下” 减持蓝筹抄底“小票”
",0,0,0,0,0,0,0,0,证券,证券
839,839,"经济数据短期波动 专家：GDP增速仍将总体平稳
",0,6,0,5,2,1,1,2,国内财经,国内财经
840,840,"任泽平点评7月经济数据：供求缺口扩大 坚定新周期
",3,5,1,5,4,0,2,4,国内财经,国内财经
841,841,"姜超点评7月经济数据：经济周期见顶 出清才有未来
",3,4,1,4,3,0,2,3,国内财经,国内财经
842,842,"中国资本2亿英镑入主英超南安普顿队
",3,2,1,2,1,1,2,3,美股,国内财经
843,843,"广汽集团四位高管辞去董事会职务 调整或刚刚开始
",0,1,0,0,2,0,1,0,国内财经,国内财经
844,844,"索尼新手机3分钟就过热 消费者要求换新机被拒
",0,2,0,1,1,3,0,1,生活,生活
845,845,"全球吞吐量前十港口中国占七席 专业化水平明显提速
",2,2,1,4,1,0,1,0,国内财经,国内财经
846,846,"减税降费新措施陆续出台 降成本仍有多项新政储备
",0,2,0,1,1,0,0,1,国内财经,国内财经
847,847,"官媒：三大需求支撑 下半年经济或保持平稳增长
",0,3,0,1,1,0,0,0,国内财经,国内财经
848,848,"一二线城市土地市场降温 40城推地总量环比减少45%
",0,2,1,1,1,2,0,2,国内财经,国内财经
849,849,"安志文忆改革旧文：中国的改革如何趋近市场化目标的
",2,3,1,3,2,0,1,2,国内财经,国内财经
850,850,"“加班费”没谈拢 华铭智能更换重组法律顾问
",0,0,0,0,0,0,0,1,证券,证券
851,851,"瑞丰光电参股迅驰车业 16岁男孩晋升“亿万富翁”
",2,1,2,0,0,0,0,4,证券,证券
852,852,"全球负收益率债券猛增 令人担心经济衰退隐现
",0,3,2,4,0,1,0,0,美股,美股
853,853,"温氏股份半年净利降75% 畜牧类公猪周期后仍承压
",2,3,0,0,2,1,0,6,证券,证券
854,854,"中国经济2017下半场：延续稳中向好 或在新平台波动
",3,8,1,6,4,1,1,4,国内财经,国内财经
855,855,"朱昂：从今年全球迈入牛市 反思A股应当如何投资
",1,1,0,2,0,0,0,3,证券,证券
856,856,"德奥通航“求婚成功”珍爱网的却领不了“结婚证”
",1,1,0,1,0,2,0,0,证券,证券
857,857,"业绩和承诺落差大 兑现不了珍爱网高管将失去股权
",1,3,0,4,1,2,1,5,证券,证券
858,858,"德奥通航业绩难看 “联姻”珍爱网是各取所需
",1,0,0,0,0,0,0,1,证券,港股
859,859,"原料药垄断顽疾难除 发改委拟再出新政
",1,1,0,1,1,0,0,1,证券,证券
860,860,"控股权转让上演反转大戏 斯太尔终与旧爱携手
",1,1,0,1,0,2,0,3,证券,证券
861,861,"庞雷拟7亿“上位”龙星化工 三板新能源大佬登陆A股
",3,2,1,1,1,1,0,7,证券,证券
862,862,"租房市场放大招：新品种房源将入市 信用好或免押金
",0,3,1,5,4,0,0,4,国内财经,国内财经
863,863,"500元/股:茅台创造A股历史 机构集体看涨:目标价6…
",5,0,0,0,0,2,0,4,证券,证券
864,864,"房地产降温会否拖累GDP？官方回应三大经济热点
",1,2,0,2,1,1,0,0,国内财经,国内财经
865,865,"午盘：市场呈普涨态势 科技与金融股领涨
",3,3,1,2,1,1,1,4,美股,美股
866,866,"7月工业增加值小幅回落 发电量增速创逾3年新高
",2,4,1,2,2,0,1,3,国内财经,国内财经
867,867,"前7月固投增速放缓 环保投资逆势大增四成
",2,4,2,1,2,0,1,2,国内财经,国内财经
868,868,"多地设楼市违规黑名单 天津查处12家单位
",0,2,1,0,0,2,0,2,国内财经,国内财经
869,869,"黑微整横行医美市场:黑医培训5天上岗 假药泛滥成灾
",0,1,1,2,1,2,0,2,生活,生活
870,870,"为补自身短板 天圣制药收购湖北仙明51%股权
",1,1,1,0,0,2,0,3,证券,证券
871,871,"与义乌市政府战略合作 莱茵体育拟投40亿建体育小镇
",1,1,1,2,0,1,0,2,证券,证券
872,872,"央行公开市场频现对冲 分析称目的是实现削峰填谷
",0,4,1,2,2,1,0,2,国内财经,国内财经
873,873,"拟再购美药企 复星医药海外布局扩编
",0,0,0,1,0,0,0,0,证券,美股
874,874,"涉及投资50亿以上 神华等近百个煤电项目缓建停建
",1,2,1,0,1,3,0,2,证券,证券
875,875,"易事美因伤眼召回624本笔记本 纸张的亮度不合格
",0,1,0,2,0,4,0,1,生活,生活
876,876,"中文在线拟14.7亿元收购晨之科 加码二次元
",3,3,2,2,0,2,0,4,证券,证券
877,877,"因旅游市场秩序整治 丽江旅游上半年净利降超一成
",1,2,1,1,1,2,0,4,证券,证券
878,878,"多业务长期低迷 哈药股份遭遇营销转型阵痛
",1,0,0,0,1,1,0,3,证券,证券
879,879,"价格不断“飞天” 茅台到底需不需要控价
",0,1,0,1,0,1,0,0,证券,证券
880,880,"房地产开发投资增速连续3个月收窄
",1,4,1,1,1,1,1,1,国内财经,国内财经
881,881,"外媒：中国成为全球气候治理新领跑者
",2,3,0,5,2,0,1,1,美股,美股
882,882,"浙能电力回复上交所：100亿是否足额使用存不确定性
",1,2,2,1,0,2,0,2,证券,证券
883,883,"不满特朗普晦涩态度 默沙东CEO退出制造业委员会
",0,1,0,2,1,1,1,0,美股,美股
884,884,"三大上市险企发布前7个月保费数据 股价更是涨势惊人
",6,3,1,3,2,1,2,5,证券,证券
885,885,"管涛：降低净误差与遗漏占比 提高国际收支统计质量
",1,2,0,1,1,2,1,0,国内财经,国内财经
886,886,"英国各银行纷纷关闭分行 数百家银行数千岗位将消失
",0,1,0,3,1,1,0,2,美股,美股
887,887,"老艾侃股：股灾被赶走 蓝筹+小创是好组合
",1,1,0,0,0,1,0,2,证券,证券
888,888,"“愤怒的小鸟”制作公司计划IPO 估值高达20亿美元
",2,0,2,4,1,3,2,5,美股,美股
889,889,"上游原材料涨声一片 上游上涨能否传到终端消费？
",4,0,0,0,0,2,0,0,证券,证券
890,890,"新周期概念股起死回生？四大门派基金经理激辩
",1,1,1,2,4,0,0,5,证券,证券
891,891,"人类史上最大变革将至，你被抢走的，或许不止是工作
",1,3,0,5,2,3,0,1,美股,美股
892,892,"美对华 “301条款战”一触即发 中美贸易战只会双输
",0,1,2,2,2,1,0,0,美股,美股
893,893,"乐视金融提高利率到8.2% 背书等级不是说到而是做到
",1,2,0,2,1,3,1,2,证券,证券
894,894,"15个副省级城市上半年经济竞争力扫描:深圳增速最高
",1,6,2,1,0,2,0,1,国内财经,国内财经
895,895,"中国富豪接班大考：面临财富传承难题 三模式存利弊
",2,2,0,2,1,0,1,0,国内财经,国内财经
896,896,"赤峰黄金：半年报10转10收到问询函 15日起连续停牌
",1,1,1,1,0,2,3,1,证券,证券
897,897,"美国复活的是“僵尸经济”，衰退结局不可避免？
",0,3,0,5,0,1,0,0,美股,美股
898,898,"比特币突破4000美元 最纯正区块链概念股有这些
",2,0,0,6,1,1,2,3,证券,证券
899,899,"经济危机加剧助力比特币 委内瑞拉也开始青睐它！
",0,2,0,3,0,0,0,0,美股,美股
900,900,"成交量+融资额三连增 这类股有望成为轮涨主角(附股)
",3,0,0,0,0,0,0,2,证券,证券
901,901,"茅台股价突破天际 买不起“股王”可以看看这些公司
",2,1,0,1,0,3,0,5,证券,证券
902,902,"8·11汇改两周年：人民币从浮动恐慌到浮动坦荡
",1,2,1,3,1,0,0,1,国内财经,国内财经
903,903,"保险资金无惧调整 他们都在等着抄哪些板块的底？
",0,1,0,2,0,1,0,3,证券,证券
904,904,"三路资金抢筹创业板 创蓝筹逆天表现是偶然还是必然
",0,0,0,0,0,0,0,1,证券,证券
905,905,"8月14日22点交易员正关注要闻
",4,2,2,7,2,1,2,4,美股,美股
906,906,"喝不起茅台酒也买不起茅台股 七成股民也买不起2手？
",1,1,0,1,0,3,0,3,证券,证券
907,907,"创业板年内第二大涨幅 证金新进12股8只在创业板
",4,3,3,4,2,1,0,6,证券,证券
908,908,"神秘老牌私募重仓尔康制药踩雷恐巨亏 比基金还惨
",0,0,1,1,1,0,0,0,证券,证券
909,909,"安阳钢铁遭上交所问询：说明业绩与钢价走势分化原因
",0,1,0,1,1,3,0,1,证券,证券
910,910,"茅台成25年A股第一高价股 总市值超半个贵州GDP
",2,1,0,0,0,3,0,4,证券,证券
911,911,"最被看好十大港股：花旗维持联通“买入”评级
",7,1,1,0,0,2,0,3,证券,证券
912,912,"这只股票暴涨45%，3天就翻倍！
",3,0,1,0,0,1,0,2,证券,证券
913,913,"一个时代的终结！港交所交易大厅10月起关闭变身
",2,3,3,1,1,1,1,1,证券,证券
914,914,"香港财政司长发话：坚决打击老千股！
",1,0,1,0,0,0,0,2,证券,证券
915,915,"创业板现年内第二大涨幅 传说中的风格转换又来了？
",2,0,1,0,0,0,0,0,证券,证券
916,916,"A股20年第一只突破500元/股的茅台 600元又有多…
",3,0,1,0,0,4,0,4,证券,证券
917,917,"苹果概念股A/H股两地走强 外资却在出货
",1,1,0,3,0,0,0,4,证券,证券
918,918,"开盘：地缘政治危机缓解 美股高开
",1,0,0,1,0,0,0,2,美股,美股
919,919,"方大炭素回复上交所问询：用于理财资金均为自有资金
",0,0,1,0,0,1,0,1,证券,证券
920,920,"康得新：前三季净利预增三成 证金新晋十大流通股东
",2,2,0,1,1,0,0,4,证券,证券
921,921,"工信部:做好规范钢企名单动态调整 严格把关新增钢企
",0,1,0,1,1,0,0,1,证券,证券
922,922,"李文星死亡5天后 BOSS直聘被认证为互联网诚信单位
",0,3,0,0,0,2,0,0,国内财经,国内财经
923,923,"融创买下广东一房企50%股权 今年并购金额已过千亿
",2,0,1,0,0,3,0,5,证券,证券
924,924,"题材股爆发A股赚钱效应再起 信仰还在否？
",1,1,0,2,0,0,0,4,证券,证券
925,925,"欣旺达半年营收同比增8成 证金持股近3%成第三大股东
",2,0,1,1,1,1,0,3,证券,证券
926,926,"斯太尔易主剧情演绎第三季 这次主角锁定中银九方
",0,0,0,0,0,0,0,0,证券,证券
927,927,"盘前：朝鲜问题退居二线 美期指强劲攀升
",0,0,0,1,1,0,0,1,美股,美股
928,928,"王亚伟持仓曝光，黑猫股份难道是下一只方大炭素？
",1,0,1,0,0,1,0,3,证券,证券
929,929,"创业板焕发勃勃生机，能否有效突破还要看它！
",0,0,0,0,0,0,0,0,证券,证券
930,930,"涨停板早知道：七大利好明日有望发酵
",3,0,1,1,0,0,1,2,证券,证券
931,931,"超越美国日本 中国App Store成全球最大市场
",3,3,1,10,2,0,2,3,美股,美股
932,932,"内幕交易保代第一人遭终身禁入：市值管理成操纵市场
",1,1,1,2,1,2,0,2,证券,证券
933,933,"三季报业绩预告出炉 这些行业个股最有料
",2,1,0,0,0,0,0,3,证券,证券
934,934,"京东二季度收入涨盈利跌 盘前下跌8.3%
",3,0,0,1,2,1,0,1,美股,美股
935,935,"上百家机构调研，碧水源究竟有何魅力？
",0,0,0,0,0,2,0,2,证券,证券
936,936,"“知足”的裕元集团豪派64亿港元股息
",3,0,2,0,0,1,1,4,证券,证券
937,937,"港股收评（8.14）：好友反击成功 恒指收复27200…
",6,2,2,1,1,2,0,7,证券,证券
938,938,"温氏股份：养禽业务持续深度亏损 上半年净利降75%
",3,2,1,0,0,2,0,6,证券,证券
939,939,"红阳能源：二股东中国信达拟减持不超过2340万股
",3,3,1,3,1,2,1,3,证券,证券
940,940,"股价飙涨后估值高企 阿里和腾讯看上去风险增加
",5,1,0,0,0,1,2,3,美股,美股
941,941,"3个交易日散户股东换了一茬 华大基因妖股相会停吗？
",2,1,0,1,1,1,1,3,证券,证券
942,942,"江山化工上半年净利润实现1.95亿元 同比增11倍
",3,2,2,0,0,3,0,4,证券,证券
943,943,"暴风集团：拟为暴风TV引入战略投资
",0,1,0,0,0,0,1,0,证券,证券
944,944,"如何在茫茫Equity Sales中脱颖而出
",0,1,0,2,0,0,0,1,证券,证券
945,945,"赤峰黄金：上半年营收9.78亿元 拟10转10
",5,2,2,1,1,3,2,5,证券,证券
946,946,"三大板块支撑慢牛 大资金已进驻雄安
",0,0,0,0,0,0,0,2,证券,证券
947,947,"8月14日19点交易员正关注要闻
",4,2,2,7,2,0,2,3,美股,美股
948,948,"A股共发生27宗大宗交易成交3亿元(8月14日)
",7,3,3,3,2,2,2,10,证券,证券
949,949,"三大原因揭秘区块链缘何暴涨 关键能持续吗
",2,0,0,0,0,0,0,0,证券,港股
950,950,"同将世界大牌收归旗下 塔塔、吉利冰火两重天
",0,1,0,3,1,1,0,1,美股,美股
951,951,"特朗普意欲打响对华贸易战 这些行业要小心了
",0,0,0,2,1,0,1,0,美股,美股
952,952,"杨德龙：创业板和涨价资源股上扬 大盘延续慢牛走势
",3,0,0,0,1,1,1,2,证券,证券
953,953,"银河期货收评汇总：双焦离场 铜镍动力煤偏空
",0,0,0,0,3,1,0,0,期货,期货
954,954,"方正中期：铁矿石延续下跌行情 宏观数据及形势利空
",1,0,0,2,5,0,1,0,期货,期货
955,955,"中百集团：获大股东累计增持1%股份
",1,1,1,0,0,0,1,4,证券,证券
